customer_id,churn_probability,risk_tier
12347,0.10181883304408862,Low
12353,0.7970345881465116,High
12355,0.8665842200091143,High
12358,0.301195278275462,Low
12359,0.13290586831080872,Low
12360,0.24944457227624262,Low
12362,0.07524023448480105,Low
12363,0.7850808177921758,High
12364,0.44512435771764003,Med
12372,0.4954146038068095,Med
12378,0.5086049897248299,Med
12379,0.7792604529877218,High
12380,0.3676310233285847,Med
12381,0.4865768829541851,Med
12383,0.35757271588093326,Med
12384,0.748812456861232,High
12388,0.33745779828229494,Low
12394,0.35037501924716785,Med
12395,0.3332258572414527,Low
12397,0.372872704425713,Med
12399,0.2807327461040526,Low
12405,0.5695336385603235,Med
12406,0.4493823618335076,Med
12407,0.37033351077187365,Med
12408,0.31982405506219125,Low
12409,0.4659144011546925,Med
12412,0.2548780082368702,Low
12414,0.8640773723036931,High
12415,0.890244731276754,High
12417,0.12591846555931158,Low
12418,0.789099076434277,High
12421,0.6967295461154902,High
12422,0.7700865090443655,High
12423,0.35768256196368087,Med
12424,0.34820458120715575,Low
12426,0.8352656018430665,High
12428,0.09537662123049187,Low
12429,0.13877196185248747,Low
12431,0.05613779212319876,Low
12432,0.09538481663072607,Low
12437,0.09574533308213233,Low
12438,0.32915009077043467,Low
12444,0.05669689541090378,Low
12449,0.07644616523276453,Low
12450,0.8164851596466479,High
12451,0.462887209852229,Med
12453,0.7805161248046515,High
12455,0.26330258074355256,Low
12456,0.40132973536713457,Med
12461,0.806864518212511,High
12463,0.37460936850419374,Med
12464,0.23732948627330297,Low
12465,0.7999289291167141,High
12468,0.7462313801619554,High
12471,0.08349290856323717,Low
12472,0.08531325836925197,Low
12473,0.1055413297258522,Low
12474,0.09635947813498971,Low
12476,0.06337295147673057,Low
12480,0.4428505445797619,Med
12481,0.1304609224616253,Low
12483,0.3312426018692981,Low
12484,0.054738117781596984,Low
12490,0.10578716221903545,Low
12492,0.7327682649430445,High
12493,0.7730924686686611,High
12494,0.32821796653960383,Low
12500,0.0852414492449609,Low
12502,0.07636068318418854,Low
12507,0.2837753693486969,Low
12510,0.3361598578554304,Low
12513,0.8067674226622746,High
12516,0.34939301205537926,Low
12517,0.3147436351681988,Low
12518,0.3336902432895756,Low
12520,0.21072066270202602,Low
12521,0.7688430418094607,High
12523,0.32046609217641253,Low
12524,0.12433712150763174,Low
12528,0.2678257428100281,Low
12530,0.45240473820940424,Med
12534,0.4057558228899885,Med
12535,0.7859241440316762,High
12540,0.053064805437389326,Low
12541,0.46545581724483964,Med
12547,0.8140402904549608,High
12548,0.7961198488263659,High
12553,0.09204220538787046,Low
12556,0.7630691936585926,High
12557,0.21458889297622039,Low
12560,0.48442993690366176,Med
12562,0.09454989345636686,Low
12567,0.05985525710191782,Low
12569,0.051001751358137656,Low
12571,0.7590776308328214,High
12576,0.27382765127979797,Low
12583,0.11567174230241772,Low
12584,0.24491088085962712,Low
12589,0.7915909640200748,High
12590,0.9301186224404889,High
12592,0.8142357875921155,High
12593,0.7529478986194635,High
12594,0.33029359857584456,Low
12597,0.16005661124445783,Low
12598,0.3028696204343263,Low
12599,0.31280773088787606,Low
12600,0.16502107785563067,Low
12601,0.7490576646547328,High
12609,0.5423700746659633,Med
12610,0.3341170501393332,Low
12613,0.4691365084272818,Med
12615,0.4510254794943451,Med
12619,0.39755971148636177,Med
12620,0.5074777464378842,Med
12621,0.08858723831575041,Low
12624,0.6881597918748104,High
12625,0.6603448761287094,High
12626,0.09339422213731399,Low
12627,0.1208867170292669,Low
12633,0.3277158566577473,Low
12635,0.35985313976422745,Med
12637,0.13936927610809705,Low
12641,0.7486425987658589,High
12642,0.3157250729606738,Low
12643,0.34465813924384153,Low
12644,0.7677144582308365,High
12645,0.2606900221822987,Low
12647,0.09827429858774263,Low
12648,0.8239272399856589,High
12649,0.690325861938969,High
12653,0.4333641299314328,Med
12654,0.8115633385181723,High
12656,0.14118639345871825,Low
12662,0.0916234875042082,Low
12664,0.10281506766674198,Low
12669,0.5018264882890655,Med
12670,0.4274771645107905,Med
12674,0.4319750770724866,Med
12676,0.324576353422436,Low
12678,0.12741458493113209,Low
12679,0.47075864676404494,Med
12680,0.7913188692164105,High
12681,0.0938434423554142,Low
12682,0.03943452820001258,Low
12683,0.07263406500427633,Low
12684,0.37400248518360374,Med
12688,0.7431096894892854,High
12689,0.44637495215457396,Med
12690,0.8024647005820943,High
12691,0.45937489236673645,Med
12693,0.6842298840183078,High
12694,0.8132719562824688,High
12695,0.6204735014981415,Med
12697,0.30681407404284156,Low
12700,0.12586340324352616,Low
12704,0.30638378830609886,Low
12705,0.09259312046619363,Low
12708,0.1769960676227063,Low
12709,0.10084496738734346,Low
12710,0.45267450219958333,Med
12712,0.06898140493824817,Low
12714,0.11837579208205147,Low
12715,0.789580960264358,High
12716,0.4745787480111759,Med
12717,0.48193169282830645,Med
12720,0.07460892016086663,Low
12721,0.5025358355554476,Med
12722,0.2975694635440446,Low
12724,0.3592490392823379,Med
12726,0.461873039060354,Med
12727,0.1487215656025395,Low
12729,0.8179697197007608,High
12731,0.0864128903523648,Low
12732,0.7956569633892063,High
12743,0.7574910430182716,High
12744,0.16530006489330304,Low
12747,0.1154386451557027,Low
12748,0.0004833998514471973,Low
12749,0.045875550121982606,Low
12750,0.7398327426516726,High
12753,0.2602633989248029,Low
12757,0.07413123663533419,Low
12758,0.5682198100168719,Med
12759,0.38574489430164577,Med
12763,0.7845530073862585,High
12766,0.11471324371910208,Low
12770,0.548765085269617,Med
12775,0.38798025147102994,Med
12778,0.8208651212322705,High
12779,0.13811201608447993,Low
12782,0.4499289971998979,Med
12787,0.8280296916705795,High
12790,0.8008667670929199,High
12798,0.416719619564559,Med
12802,0.8136129334844014,High
12808,0.80352392849051,High
12809,0.805279691582489,High
12814,0.7275024422245978,High
12815,0.32537060614794766,Low
12816,0.7179767385280449,High
12821,0.7888218373731413,High
12823,0.3803607742586232,Med
12826,0.17965399388760883,Low
12828,0.2196018907462283,Low
12830,0.1608387326558885,Low
12833,0.7107113260698467,High
12836,0.2590692238307889,Low
12837,0.7046082521096722,High
12839,0.09020220907185802,Low
12840,0.20823093961045608,Low
12841,0.052349443293197837,Low
12843,0.23554303788270736,Low
12844,0.7553490088288539,High
12853,0.16630112093314126,Low
12857,0.3852612710463656,Med
12864,0.7484235929404347,High
12865,0.4188537165599069,Med
12867,0.08804631317026322,Low
12868,0.24780880021945126,Low
12871,0.7599959165341322,High
12875,0.8175930549638649,High
12876,0.5334974881613652,Med
12877,0.27676569150944375,Low
12885,0.35382867578389104,Med
12886,0.4223276238966651,Med
12888,0.7844309592130483,High
12891,0.7384690968717221,High
12897,0.7952524897208852,High
12901,0.08133312799710816,Low
12904,0.7257127894348541,High
12908,0.8192222846494279,High
12909,0.3017571961910547,Low
12910,0.2889059418998148,Low
12915,0.7053893033159089,High
12916,0.2032265193034303,Low
12917,0.739621728830697,High
12919,0.25849634880413136,Low
12921,0.02370129607481964,Low
12922,0.7648223156212784,High
12924,0.8016226703246324,High
12928,0.24208209301510045,Low
12930,0.628439797715188,Med
12931,0.9904012989127472,High
12933,0.7262688406963208,High
12935,0.18539178009851362,Low
12937,0.330766140509687,Low
12939,0.11337607867301366,Low
12942,0.6798888262377276,High
12947,0.21727847188178495,Low
12948,0.2068604954598795,Low
12949,0.07517953567393873,Low
12951,0.2541204244342225,Low
12955,0.0795949199390486,Low
12957,0.1384739542678163,Low
12962,0.7210610099944574,High
12968,0.7160604036684936,High
12971,0.01310892421269096,Low
12974,0.7852393246934217,High
12976,0.8625662683227904,High
12977,0.7485148105433658,High
12980,0.04926043569633699,Low
12981,0.6931221766620937,High
12987,0.7520066148276889,High
12989,0.0849044048944508,Low
12990,0.7891451994720112,High
12991,0.7953769525837429,High
12993,0.5680370685436011,Med
12994,0.2654618122744514,Low
12999,0.722306488311445,High
13000,0.7096946021809764,High
13001,0.09763448850622591,Low
13003,0.6187451440331554,Med
13004,0.03667391472597891,Low
13005,0.7081161125571719,High
13012,0.21050500769855193,Low
13013,0.06210653219411643,Low
13014,0.19973353673421754,Low
13015,0.3814262697838211,Med
13016,0.7530688752234496,High
13018,0.03381333080441011,Low
13021,0.2704798163443067,Low
13023,0.6753412911665809,High
13026,0.3563413991744633,Med
13027,0.48107356600055057,Med
13029,0.37314967152311895,Med
13037,0.6640004664970522,High
13038,0.7360930598034948,High
13047,0.23487347896620928,Low
13048,0.2530533299810316,Low
13050,0.026194684344284652,Low
13052,0.8431705887543942,High
13055,0.40420459978732926,Med
13058,0.7484941660598734,High
13062,0.8191754293115898,High
13064,0.36187047563289565,Med
13069,0.059102420528167846,Low
13070,0.814056802455723,High
13075,0.8088117722275147,High
13078,0.05171290807488241,Low
13079,0.7185746112193128,High
13080,0.7220610582703505,High
13081,0.24329812066787698,Low
13082,0.23725731700354785,Low
13085,0.6961447946396291,High
13089,0.007539897105620723,Low
13090,0.03923703770966394,Low
13092,0.7807966372325974,High
13094,0.2718074544357708,Low
13097,0.05818250156272453,Low
13098,0.053853371811288256,Low
13102,0.03588877153938561,Low
13104,0.265513587493166,Low
13106,0.600184561856173,Med
13107,0.38436341320384176,Med
13109,0.697923763722813,High
13110,0.3102912247192177,Low
13113,0.07760562986874599,Low
13115,0.3563414952400294,Med
13116,0.7537371675683823,High
13117,0.2511241044026775,Low
13118,0.46507178019028866,Med
13131,0.3104027915588674,Low
13134,0.28268242373152686,Low
13135,0.9527375339059964,High
13136,0.2115305061198096,Low
13137,0.04493114139872688,Low
13138,0.28625922201447207,Low
13139,0.08388101627833548,Low
13140,0.6336485633047915,Med
13141,0.340081307276791,Low
13145,0.6746450654458065,High
13148,0.05575828764141345,Low
13149,0.3149787625806297,Low
13157,0.27188599720457224,Low
13158,0.2009313691788606,Low
13159,0.2341953483018915,Low
13162,0.25046203047943694,Low
13167,0.7184260048999583,High
13168,0.2988972601952388,Low
13178,0.0542525008445044,Low
13183,0.08318979900832124,Low
13184,0.20582801518408927,Low
13186,0.23474082876657684,Low
13189,0.7913798089309347,High
13192,0.7736380749161247,High
13194,0.6808767008783916,High
13198,0.23515067943450432,Low
13199,0.06171125966761742,Low
13200,0.7674819091219653,High
13203,0.6911844782394432,High
13207,0.7838952881285177,High
13208,0.29277694908375884,Low
13209,0.08773044603693256,Low
13213,0.23151554874041505,Low
13217,0.6217460190901174,Med
13218,0.722667455127318,High
13220,0.6725096367219019,High
13223,0.7616380812738632,High
13224,0.33934408631330015,Low
13225,0.07643149398785526,Low
13227,0.749369927425108,High
13230,0.147360148702333,Low
13232,0.31746625369760373,Low
13235,0.3699434031332293,Med
13236,0.703820213921892,High
13238,0.6517487168713736,High
13240,0.7482428804547425,High
13242,0.6802596514104051,High
13243,0.696114964506407,High
13246,0.2636130889770369,Low
13248,0.606289743672511,Med
13253,0.42369611700119386,Med
13258,0.8231815681543512,High
13263,0.03215266635983363,Low
13265,0.35503840323592806,Med
13266,0.08122644808377334,Low
13267,0.040807286803795195,Low
13268,0.2867854282451402,Low
13269,0.054303296593195716,Low
13273,0.7469359687903026,High
13277,0.6323317525108901,Med
13280,0.6238363747818712,Med
13282,0.20596281608404632,Low
13283,0.796083461568916,High
13285,0.3078441227315866,Low
13291,0.7404239577506737,High
13294,0.7873926500928444,High
13296,0.7174586850340661,High
13300,0.7544079455316107,High
13301,0.565163632544488,Med
13302,0.7295747802989849,High
13305,0.20993657517803313,Low
13307,0.6653850956168177,High
13308,0.3617553786836444,Med
13309,0.4249628356812714,Med
13310,0.33586089653109047,Low
13311,0.7571388107263043,High
13313,0.26145454457154527,Low
13316,0.3643402642509184,Med
13317,0.34418989694537766,Low
13319,0.03532373339285906,Low
13320,0.2232323790384348,Low
13324,0.09841058207046785,Low
13327,0.22294648221213073,Low
13330,0.346298235061662,Low
13334,0.4791662946101951,Med
13338,0.6518667171520759,High
13339,0.8132228077786116,High
13340,0.06746368596428741,Low
13343,0.70191303683739,High
13355,0.7309712229259582,High
13365,0.4324828982219219,Med
13373,0.3643143375237353,Med
13376,0.3534733284920376,Med
13379,0.7789314408492423,High
13381,0.22111093456628547,Low
13384,0.07191120030539212,Low
13388,0.6309016821960233,Med
13391,0.7380238526616083,High
13394,0.2758615439992163,Low
13395,0.840092355863791,High
13397,0.19322802315932702,Low
13398,0.7666206785524411,High
13402,0.7600943652478165,High
13404,0.8040768216882802,High
13405,0.753619988219046,High
13408,0.018575106006145106,Low
13410,0.29176375770113167,Low
13411,0.7362499604369788,High
13414,0.2676965767555391,Low
13417,0.8126915545628243,High
13418,0.06652579604013391,Low
13420,0.6023482664185292,Med
13425,0.21218445812950532,Low
13426,0.37907955348340205,Med
13427,0.7275593528634804,High
13435,0.11680725159502757,Low
13437,0.274592773644406,Low
13448,0.35638484517859265,Med
13450,0.2891504119782426,Low
13451,0.21990984650075793,Low
13453,0.7074195715095789,High
13456,0.22156511053395486,Low
13458,0.05680518931908748,Low
13461,0.3123627839236401,Low
13466,0.7482194278155246,High
13468,0.04251980967691537,Low
13470,0.6708227347040349,High
13475,0.3229746187075513,Low
13476,0.3262838446075854,Low
13477,0.20637791431444696,Low
13479,0.7072273702640426,High
13481,0.19377131899969563,Low
13486,0.2049349167408094,Low
13487,0.7580142325563404,High
13488,0.059080490308695714,Low
13489,0.6325238782498511,Med
13491,0.31119408104365714,Low
13492,0.30090935398942753,Low
13500,0.2336736022167091,Low
13505,0.09346199207261609,Low
13507,0.32319942854289996,Low
13510,0.28351640379867493,Low
13513,0.7554055140740717,High
13515,0.6427706367814694,Med
13517,0.22237084950050037,Low
13520,0.2914673456363947,Low
13523,0.08489028629374018,Low
13524,0.5592954709578638,Med
13527,0.25030696029238647,Low
13529,0.7624286616694512,High
13531,0.7635604671523217,High
13533,0.6825420015242233,High
13534,0.02786104752755714,Low
13538,0.21255002658888056,Low
13546,0.7666959394533907,High
13549,0.6794112162528411,High
13552,0.049100056124625376,Low
13555,0.1182117901388661,Low
13561,0.7493396204037679,High
13562,0.3568040855965276,Med
13563,0.725879587218325,High
13568,0.7010584745215611,High
13571,0.23632109335178073,Low
13572,0.4508521390342311,Med
13575,0.6526922378109422,High
13576,0.04926575235109293,Low
13577,0.28703649445666995,Low
13583,0.788035763979656,High
13588,0.2119295981023922,Low
13589,0.720564297766254,High
13590,0.2606458884285542,Low
13591,0.34727456260476547,Low
13592,0.7200218957503859,High
13593,0.2679694281361736,Low
13599,0.08043356007235992,Low
13601,0.778398610671343,High
13610,0.17547306333579665,Low
13611,0.3532922108579603,Med
13614,0.23555433923268246,Low
13617,0.5891793424378722,Med
13618,0.7603720419532981,High
13621,0.7744623323436992,High
13623,0.7610508772150651,High
13627,0.32056468209778616,Low
13629,0.0812115953053932,Low
13630,0.14974793143453252,Low
13631,0.15699467248794308,Low
13632,0.2759372232156866,Low
13634,0.32495408099034856,Low
13636,0.2642188671805034,Low
13637,0.7236514691747021,High
13642,0.7733784519150252,High
13643,0.73224845902741,High
13644,0.3971837072093571,Med
13645,0.7509797491904479,High
13647,0.4123521898953314,Med
13650,0.33374399371464264,Low
13654,0.3275828303188291,Low
13655,0.7391072394894965,High
13656,0.7806683528303795,High
13657,0.8063600522871069,High
