customer_id,churn_probability,risk_tier
12347,0.1365611528722184,Low
12353,0.7852468909153413,High
12355,0.8687406270478705,High
12358,0.17867497413550673,Low
12359,0.3367488371123659,Low
12360,0.21813423076365482,Low
12362,0.07718740628921937,Low
12363,0.7965862901108641,High
12364,0.3278181989251031,Low
12372,0.47876682919211666,Med
12378,0.17002635478400122,Low
12379,0.6819057871162129,High
12380,0.3812945825090837,Med
12381,0.3379133989522239,Low
12383,0.39220124772300496,Med
12384,0.7601351008767475,High
12388,0.3217664253811341,Low
12394,0.3576412419309757,Med
12395,0.15689366760446194,Low
12397,0.3963971477361058,Med
12399,0.14444993735076553,Low
12405,0.6254290909118683,Med
12406,0.614058478013432,Med
12407,0.3256184937490741,Low
12408,0.3640019689708362,Med
12409,0.2996517004828961,Low
12412,0.20350169246309438,Low
12414,0.8273525680088807,High
12415,0.08918702547516945,Low
12417,0.06626353144900574,Low
12418,0.8754713776108745,High
12421,0.5285759515701974,Med
12422,0.7427859501794356,High
12423,0.13156300647816585,Low
12424,0.567946372363285,Med
12426,0.8174645512731741,High
12428,0.07999880366874892,Low
12429,0.23687174694629132,Low
12431,0.0706806407293577,Low
12432,0.28761896297925166,Low
12437,0.11667209634475481,Low
12438,0.3028087775033414,Low
12444,0.08670366561493137,Low
12449,0.15291451028336722,Low
12450,0.5892514298097686,Med
12451,0.34671332157681434,Low
12453,0.8640381341954044,High
12455,0.14676030547648589,Low
12456,0.4436088804810907,Med
12461,0.8828983609146424,High
12463,0.25412671830950334,Low
12464,0.10254819269492826,Low
12465,0.7912752377809384,High
12468,0.7675331295923377,High
12471,0.0685013028397745,Low
12472,0.10442060245943627,Low
12473,0.16988056143110725,Low
12474,0.06585563507685853,Low
12476,0.21712826567779925,Low
12480,0.3787416456120722,Med
12481,0.15343604074806197,Low
12483,0.24125374062289476,Low
12484,0.18803657252768574,Low
12490,0.07499521483935859,Low
12492,0.7936404526580164,High
12493,0.4779332824961215,Med
12494,0.1773224105599043,Low
12500,0.11359956357359823,Low
12502,0.20049142755596241,Low
12507,0.1646434615879261,Low
12510,0.25414953790361827,Low
12513,0.8842250745544763,High
12516,0.3432636910936231,Low
12517,0.3980193236462728,Med
12518,0.20804570146752066,Low
12520,0.23396423650432638,Low
12521,0.8690488254355491,High
12523,0.16463515305527265,Low
12524,0.16463741846401792,Low
12528,0.1548596242137007,Low
12530,0.27450039624186706,Low
12534,0.39379672913808444,Med
12535,0.7434037301868934,High
12540,0.09684138821234985,Low
12541,0.429658871500512,Med
12547,0.4405599462629406,Med
